housekeeping_log_id,booking_id,guest_id,room_id,service_date,cleaning_start_time,cleaning_end_time,cleaning_duration_minutes,attendant_id,inspector_id,inspection_status,room_ready_status,issues_found,issue_severity,bathroom_status,linen_status,floor_status,minibar_status,notes
HK-001260,BKG-001564,GST-001564,RM-203,2021-12-26,12:45,13:30,45,ATT-001,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001261,BKG-005407,GST-005407,RM-224,2021-12-26,13:10,13:47,37,ATT-023,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001262,BKG-004345,GST-004345,RM-430,2021-12-26,13:55,14:24,29,ATT-029,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001263,BKG-003106,GST-003106,RM-109,2021-12-26,14:00,14:44,44,ATT-035,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001264,BKG-000039,GST-000039,RM-434,2021-12-26,15:30,15:55,25,ATT-006,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001265,BKG-004345,GST-004345,RM-430,2021-12-27,11:10,11:36,26,ATT-022,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001266,BKG-000039,GST-000039,RM-434,2021-12-27,12:05,12:44,39,ATT-010,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-001267,BKG-001564,GST-001564,RM-203,2021-12-27,13:05,13:42,37,ATT-022,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001268,BKG-004891,GST-004891,RM-430,2021-12-27,13:10,13:52,42,ATT-002,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001269,BKG-005407,GST-005407,RM-224,2021-12-27,14:00,14:48,48,ATT-001,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001270,BKG-001960,GST-001960,RM-315,2021-12-27,15:40,16:08,28,ATT-031,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001271,BKG-003106,GST-003106,RM-109,2021-12-28,10:10,11:26,76,ATT-008,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-001272,BKG-004891,GST-004891,RM-430,2021-12-28,11:35,12:13,38,ATT-024,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001273,BKG-009664,GST-009664,RM-127,2021-12-28,12:35,12:57,22,ATT-017,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001274,BKG-005407,GST-005407,RM-224,2021-12-28,14:40,15:45,65,ATT-017,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-001275,BKG-001564,GST-001564,RM-203,2021-12-28,16:25,16:58,33,ATT-032,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001276,BKG-003187,GST-003187,RM-542,2021-12-29,08:25,09:17,52,ATT-006,INS-008,follow_up_required,ready_after_follow_up,amenity tray incomplete,minor,clean,fresh,vacuumed,stocked,pre arrival required follow-up for amenity tray incomplete; room release delayed pending correction.
HK-001277,BKG-004891,GST-004891,RM-430,2021-12-29,11:35,12:18,43,ATT-020,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001278,BKG-009664,GST-009664,RM-127,2021-12-29,12:45,13:43,58,ATT-001,INS-001,passed_with_notes,ready,floor not vacuumed,minor,clean,fresh,needs vacuum,stocked,checkout clean passed with minor note: floor not vacuumed.
HK-001279,BKG-001564,GST-001564,RM-203,2021-12-29,15:30,16:19,49,ATT-014,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-001280,BKG-009619,GST-009619,RM-318,2021-12-30,08:50,09:36,46,ATT-009,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001281,BKG-000935,GST-000935,RM-420,2021-12-30,12:10,13:04,54,ATT-003,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001282,BKG-009619,GST-009619,RM-318,2021-12-31,11:45,12:15,30,ATT-006,INS-004,passed_with_notes,ready,missing towels,minor,missing towels,fresh,vacuumed,stocked,daily service passed with minor note: missing towels.
HK-001283,BKG-006407,GST-006407,RM-114,2021-12-31,14:35,15:31,56,ATT-017,INS-004,passed_with_notes,ready,dust on desk,minor,clean,fresh,vacuumed,stocked,pre arrival passed with minor note: dust on desk.
HK-001284,BKG-004891,GST-004891,RM-430,2021-12-31,15:25,15:57,32,ATT-018,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001285,BKG-003187,GST-003187,RM-542,2021-12-31,15:40,16:08,28,ATT-011,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001286,BKG-000935,GST-000935,RM-420,2021-12-31,16:10,16:34,24,ATT-014,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001287,BKG-009619,GST-009619,RM-318,2022-01-01,09:45,10:16,31,ATT-003,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001288,BKG-006407,GST-006407,RM-114,2022-01-01,11:20,11:43,23,ATT-035,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001289,BKG-004891,GST-004891,RM-430,2022-01-01,14:30,15:11,41,ATT-004,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-001290,BKG-003187,GST-003187,RM-542,2022-01-01,15:20,16:05,45,ATT-036,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001291,BKG-006407,GST-006407,RM-114,2022-01-02,10:00,10:30,30,ATT-008,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001292,BKG-003187,GST-003187,RM-542,2022-01-02,15:10,15:57,47,ATT-012,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001293,BKG-009619,GST-009619,RM-318,2022-01-03,12:05,12:33,28,ATT-017,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001294,BKG-003187,GST-003187,RM-542,2022-01-03,12:35,13:23,48,ATT-001,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-001295,BKG-003672,GST-003672,RM-113,2022-01-04,10:10,10:48,38,ATT-007,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001296,BKG-006407,GST-006407,RM-114,2022-01-04,13:25,14:30,65,ATT-030,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-001297,BKG-009619,GST-009619,RM-318,2022-01-04,13:40,14:54,74,ATT-025,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-001298,BKG-002975,GST-002975,RM-108,2022-01-04,13:45,14:21,36,ATT-031,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001299,BKG-003672,GST-003672,RM-113,2022-01-05,13:20,14:07,47,ATT-002,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001300,BKG-003672,GST-003672,RM-113,2022-01-06,13:25,14:03,38,ATT-029,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001301,BKG-006483,GST-006483,RM-104,2022-01-07,10:45,11:34,49,ATT-030,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001302,BKG-002975,GST-002975,RM-108,2022-01-07,11:40,12:22,42,ATT-015,INS-003,follow_up_required,ready_after_follow_up,missing towels,minor,missing towels,fresh,vacuumed,stocked,daily service required follow-up for missing towels; room release delayed pending correction.
HK-001303,BKG-003672,GST-003672,RM-113,2022-01-07,15:05,15:40,35,ATT-030,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001304,BKG-002975,GST-002975,RM-108,2022-01-08,12:10,13:20,70,ATT-036,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-001305,BKG-006483,GST-006483,RM-104,2022-01-09,13:50,14:26,36,ATT-030,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001306,BKG-000093,GST-000093,RM-228,2022-01-10,10:30,11:30,60,ATT-014,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001307,BKG-006483,GST-006483,RM-104,2022-01-10,12:50,13:13,23,ATT-012,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001308,BKG-007585,GST-007585,RM-206,2022-01-10,12:55,13:40,45,ATT-025,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001309,BKG-002709,GST-002709,RM-122,2022-01-10,13:25,14:05,40,ATT-002,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001310,BKG-001326,GST-001326,RM-431,2022-01-10,13:55,14:53,58,ATT-002,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001311,BKG-006483,GST-006483,RM-104,2022-01-11,10:55,11:36,41,ATT-004,INS-004,passed_with_notes,ready,floor not vacuumed,minor,clean,fresh,needs vacuum,stocked,checkout clean passed with minor note: floor not vacuumed.
HK-001312,BKG-002709,GST-002709,RM-122,2022-01-11,12:20,13:05,45,ATT-006,INS-007,follow_up_required,ready_after_follow_up,amenity tray incomplete,minor,clean,fresh,vacuumed,stocked,daily service required follow-up for amenity tray incomplete; room release delayed pending correction.
HK-001313,BKG-007585,GST-007585,RM-206,2022-01-11,13:15,13:42,27,ATT-003,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001314,BKG-007585,GST-007585,RM-206,2022-01-12,09:25,10:13,48,ATT-022,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001315,BKG-000093,GST-000093,RM-228,2022-01-12,10:25,10:57,32,ATT-009,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001316,BKG-001326,GST-001326,RM-431,2022-01-12,14:15,14:39,24,ATT-031,INS-006,passed_with_notes,ready,trash not removed,minor,clean,fresh,trash present,stocked,daily service passed with minor note: trash not removed.
HK-001317,BKG-001911,GST-001911,RM-422,2022-01-13,09:25,10:14,49,ATT-026,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001318,BKG-000093,GST-000093,RM-228,2022-01-13,10:20,10:47,27,ATT-002,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001319,BKG-007585,GST-007585,RM-206,2022-01-14,10:45,11:16,31,ATT-028,INS-001,follow_up_required,ready_after_follow_up,floor not vacuumed,minor,clean,fresh,needs vacuum,stocked,daily service required follow-up for floor not vacuumed; room release delayed pending correction.
HK-001320,BKG-000093,GST-000093,RM-228,2022-01-14,10:55,11:29,34,ATT-004,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001321,BKG-002709,GST-002709,RM-122,2022-01-14,11:05,11:48,43,ATT-036,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001322,BKG-001550,GST-001550,RM-317,2022-01-14,11:15,12:16,61,ATT-023,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001323,BKG-001326,GST-001326,RM-431,2022-01-14,12:15,13:10,55,ATT-031,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-001324,BKG-001911,GST-001911,RM-422,2022-01-14,15:20,15:52,32,ATT-010,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001325,BKG-001911,GST-001911,RM-422,2022-01-15,14:10,14:46,36,ATT-001,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001326,BKG-001550,GST-001550,RM-317,2022-01-15,15:05,15:47,42,ATT-032,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001327,BKG-000093,GST-000093,RM-228,2022-01-15,16:45,17:30,45,ATT-036,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001328,BKG-002709,GST-002709,RM-122,2022-01-16,13:10,13:53,43,ATT-008,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001329,BKG-001911,GST-001911,RM-422,2022-01-17,14:40,15:55,75,ATT-026,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-001330,BKG-002709,GST-002709,RM-122,2022-01-17,14:50,15:47,57,ATT-016,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-001331,BKG-000093,GST-000093,RM-228,2022-01-17,15:35,16:16,41,ATT-036,INS-007,passed_with_notes,ready,missing towels,minor,missing towels,fresh,vacuumed,stocked,daily service passed with minor note: missing towels.
HK-001332,BKG-000093,GST-000093,RM-228,2022-01-18,12:30,12:52,22,ATT-026,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001333,BKG-003633,GST-003633,RM-322,2022-01-18,14:10,15:45,95,ATT-032,INS-003,failed,not_ready,trash not removed,major,clean,fresh,trash present,stocked,pre arrival failed due to trash not removed; room not released until corrective cleaning.
HK-001334,BKG-001954,GST-001954,RM-239,2022-01-19,11:10,12:14,64,ATT-027,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001335,BKG-000093,GST-000093,RM-228,2022-01-19,12:20,13:01,41,ATT-018,INS-004,passed_with_notes,ready,amenity tray incomplete,minor,clean,fresh,vacuumed,stocked,checkout clean passed with minor note: amenity tray incomplete.
HK-001336,BKG-003633,GST-003633,RM-322,2022-01-19,14:35,15:17,42,ATT-014,INS-008,passed_with_notes,ready,floor not vacuumed,minor,clean,fresh,needs vacuum,stocked,daily service passed with minor note: floor not vacuumed.
